pid,name,casual-KD,casual-KDA,casual-KA/d,casual-Win%,casual-Glory Rating,casual-Glory Level,casual-Valor Rating,casual-Valor Level,casual-Infamy Rating,casual-Infamy Level,casual-Matches,casual-Wins,casual-Losses,casual-Flawless Cards,casual-Site Score,casual-Ability Kills,casual-Assists,casual-Assists Pga,casual-Total Kill Distance,casual-Kills,casual-Kills Pga,casual-Avg Kill Distance,casual-Deaths,casual-Average Life Span,casual-Score,casual-Score Pga,casual-Avg Score Per Kill,casual-Avg Score Per Life,casual-Best Single Game Kills,casual-Best Single Game Score,casual-Objectives Completed,casual-Suicides,casual-Time Played,casual-Super Kills,overall-KD,overall-KDA,overall-KA/d,overall-Win%,overall-Glory Rating,overall-Glory Level,overall-Valor Rating,overall-Valor Level,overall-Infamy Rating,overall-Infamy Level,overall-Matches,overall-Wins,overall-Losses,overall-Flawless Cards,overall-Site Score,overall-Ability Kills,overall-Assists,overall-Assists Pga,overall-Total Kill Distance,overall-Kills,overall-Kills Pga,overall-Avg Kill Distance,overall-Deaths,overall-Average Life Span,overall-Score,overall-Score Pga,overall-Avg Score Per Kill,overall-Avg Score Per Life,overall-Best Single Game Kills,overall-Best Single Game Score,overall-Objectives Completed,overall-Suicides,overall-Time Played,overall-Super Kills
4611686018434775199,Kyle_lks,0.82,0.98,1.13,42.0%,0,0,0,0,0,0,380,159,221,0x,0,0,"1,412",0.00,0,"3,618",9.52,0.00,"4,433",0.00,"6,400",16.84,0.00,0.00,0,0,0,0,2d 9h 58m ,408,0.87,1.04,1.20,48.0%,"5,500",16,"2,000",16,"7,745",12,504,242,262,0x,"9,988",0,"1,852",3.67,"64,765","4,852",9.63,0.00,"5,581",0.00,"8,083",16.04,0.00,0.00,33,59,"1,100",56,3d 6h 0m ,515
